slug,title,price_cents,compare_at_cents,currency,video_url,image_count,categories,url
magnum-bombard,Magnum Bombard,749,,CAD,https://video.wixstatic.com/video/fa6517_3b763518895143008fd3795e4f3aab7b/480p/mp4/file.mp4,2,specialty-bombette,https://www.pyrobobs.ca/product-page/magnum-bombard
main-event,Main Event,54374,,CAD,,1,block-party-pack|specials,https://www.pyrobobs.ca/product-page/main-event
majestic,Majestic,6299,,CAD,https://video.wixstatic.com/video/fa6517_b4ec6251eebb48718ab06ff4d89d5547/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/majestic
malevolent,Malevolent,5249,,CAD,https://video.wixstatic.com/video/fa6517_74267139e2c24154b76679b938994e79/480p/mp4/file.mp4,2,bobs-featured|cake|specials,https://www.pyrobobs.ca/product-page/malevolent
maple-madness,Maple Madness,1574,,CAD,https://video.wixstatic.com/video/fa6517_58d3579aa5b2443da367a9119166af78/1080p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/maple-madness
master-blaster,Master Blaster,4124,,CAD,https://video.wixstatic.com/video/fa6517_7091b8facd1742519cdeeb6bd4af8efb/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/master-blaster
masterpiece,Masterpiece,3674,,CAD,https://video.wixstatic.com/video/fa6517_9f34a772ac2e46518059ae6b1c56d71b/720p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/masterpiece
max-d-out,Max'd Out,34874,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/max-d-out
mean-machine,Mean Machine,524,,CAD,https://video.wixstatic.com/video/fa6517_cb53bc31b2424a41832337fd19f9c5ed/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/mean-machine
medusa,Medusa,4874,,CAD,https://video.wixstatic.com/video/fa6517_e76874249de3417abdfd91d68561fc96/360p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/medusa
menace,Menace,4124,,CAD,https://video.wixstatic.com/video/fa6517_57662e44ec3d470db55428932f7172f8/1080p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/menace
meteor-shower,Meteor Shower,1274,,CAD,https://video.wixstatic.com/video/fa6517_87d579547aac4d98a4fb354ee9480d2a/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/meteor-shower
mexican-jumping-beans,Mexican Jumping Beans,2699,,CAD,https://video.wixstatic.com/video/fa6517_ace420ddf8534759a45cd83e1aa614fc/480p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/mexican-jumping-beans
mighty-canadian,Mighty Canadian,5699,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/mighty-canadian
mind-bender,Mind Bender,4424,,CAD,https://video.wixstatic.com/video/fa6517_7c86ab33610d4b59b0a08326733c1222/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/mind-bender
mini-menace,Mini Menace,974,,CAD,https://video.wixstatic.com/video/fa6517_2bd5cae6db9a4bd9a30fe6dbc7831a3c/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/mini-menace
missile-box,Missile Box,50925,,CAD,,1,bobs-featured|family-pack|specials,https://www.pyrobobs.ca/product-page/missile-box
missile-launcher,Missile Launcher,449,,CAD,https://video.wixstatic.com/video/fa6517_df068788b6a14cc9bdac447622f577b6/1080p/mp4/file.mp4,2,rockets-missiles,https://www.pyrobobs.ca/product-page/missile-launcher
molten-fury,Molten Fury,2624,,CAD,https://video.wixstatic.com/video/fa6517_7be829c2abbe47869f0608146554aa3f/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/molten-fury
monster-truck,Monster Truck,524,,CAD,https://video.wixstatic.com/video/fa6517_03c6d18509c1446a8b865cd44d0895e2/1080p/mp4/file.mp4,2,novelty-item,https://www.pyrobobs.ca/product-page/monster-truck
mountains-of-fountains,Mountains of Fountains,8474,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/mountains-of-fountains
multicolor-peony,Multicolor Peony,1049,,CAD,https://video.wixstatic.com/video/fa6517_2c1ca70c059a4a2eadc5746097fc2e1f/1080p/mp4/file.mp4,2,brazilian-shell,https://www.pyrobobs.ca/product-page/multicolor-peony
multicolor-stargun,Multicolor Stargun,487,,CAD,,1,specialty-bombette,https://www.pyrobobs.ca/product-page/multicolor-stargun
multicolour-peonies,Multicolour Peonies,4799,,CAD,https://video.wixstatic.com/video/fa6517_1d0ad7a00edf4af1ad5b37e11659e20c/1080p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/multicolour-peonies
mystical-air-bomb,Mystical Air Bomb,188,,CAD,https://video.wixstatic.com/video/fa6517_463cba18001b431fafcff91ca9047541/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/mystical-air-bomb
mystical-bomb-box,Mystical Bomb Box,13499,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/mystical-bomb-box
mystical-cherry-bomb,Mystical Cherry Bomb,188,,CAD,https://video.wixstatic.com/video/fa6517_0817a91f68cb4c5abffa184f4beaad0e/480p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/mystical-cherry-bomb
mystical-cherry-box,Mystical Cherry Box,6749,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/mystical-cherry-box
mystical-cone-3,Mystical Cone #3,427,,CAD,https://video.wixstatic.com/video/fa6517_bcef4e738f40474a97ae181ea415381a/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/mystical-cone-3
mystical-shotgun-shells,Mystical Shotgun Shells,262,,CAD,https://video.wixstatic.com/video/fa6517_3c08dddd86524d4fbdb9a2531f52a569/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/mystical-shotgun-shells
night-assault,Night Assault,2174,,CAD,https://video.wixstatic.com/video/fa6517_96c7597ab0b2421d9697957d99911878/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/night-assault
night-cat,Night Cat,1949,,CAD,https://video.wixstatic.com/video/fa6517_a0a6086633ef4674881ac59991ac98dd/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/night-cat
night-lights-new,Night Lights *NEW*,3749,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/night-lights-new
night-magic,Night Magic,1574,,CAD,,1,cake,https://www.pyrobobs.ca/product-page/night-magic
night-terror,Night Terror,5999,,CAD,https://video.wixstatic.com/video/fa6517_c520624ecf2e4c9fa407d18cf6cebfd6/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/night-terror
nightmare,Nightmare,4949,,CAD,https://video.wixstatic.com/video/fa6517_e55502c68c704d50acf85f65daab7f0e/480p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/nightmare
nine-big-shots,Nine Big Shots,10274,,CAD,https://video.wixstatic.com/video/fa6517_49dfb5b935a54810a5ebbe89b29f939f/1080p/mp4/file.mp4,2,family-pack,https://www.pyrobobs.ca/product-page/nine-big-shots
ninja-pack,Ninja Pack,7124,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/ninja-pack
no-mercy,No Mercy,1049,,CAD,,1,cake,https://www.pyrobobs.ca/product-page/no-mercy
noise-assortment-4-pack,Noise Assortment (4 pack),749,,CAD,,1,noise-maker|specials,https://www.pyrobobs.ca/product-page/noise-assortment-4-pack
not-bottle-rockets,Not Bottle Rockets,449,,CAD,https://video.wixstatic.com/video/fa6517_694fba351cee4eaba744bc95fa2fe73e/1080p/mp4/file.mp4,2,rockets-missiles,https://www.pyrobobs.ca/product-page/not-bottle-rockets
nova-new,Nova *NEW*,1574,,CAD,,1,cake,https://www.pyrobobs.ca/product-page/nova-new
oot-and-aboot,Oot and Aboot,4124,,CAD,https://video.wixstatic.com/video/fa6517_17158c13a0bc4563b38128452ff9e59c/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/oot-and-aboot
orbitor,Orbitor,899,,CAD,https://video.wixstatic.com/video/fa6517_3b3d1cc5cef94edbb88c93e5be1a9d56/1080p/mp4/file.mp4,2,specialty-bombette,https://www.pyrobobs.ca/product-page/orbitor
outbreak,Outbreak,5624,,CAD,https://video.wixstatic.com/video/fa6517_2990da23f51b4921ad31148e350b7b7f/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/outbreak
outlaw,Outlaw,3749,,CAD,https://video.wixstatic.com/video/fa6517_e9c71e2ad64d49339d0358c527fe2164/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/outlaw
panic-attack,Panic Attack,4499,,CAD,https://video.wixstatic.com/video/fa6517_94e5a878ad0d4c99b9f7fae7531caf37/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/panic-attack
paradox,Paradox,899,,CAD,https://video.wixstatic.com/video/fa6517_4ff60a4b0f5f4cc1bb65a46e34530657/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/paradox
party-girl,Party Girl,359,,CAD,https://video.wixstatic.com/video/fa6517_096ec821c8784b8b8f90b77cb1a6c6d1/1080p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/party-girl
patriot,Patriot,599,,CAD,https://video.wixstatic.com/video/fa6517_cf718ca5e9fe4921bbf157ba61d94702/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/patriot
patriot-love,Patriot Love,2624,,CAD,https://video.wixstatic.com/video/fa6517_b2eb51034468430aa60b4f253939a153/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/patriot-love
peony-pack-3-pack,Peony Pack (3 pack),674,,CAD,https://video.wixstatic.com/video/fa6517_feb8f0b18cdd461181c8bfee32bb7705/1080p/mp4/file.mp4,2,mini-floral-bombshell,https://www.pyrobobs.ca/product-page/peony-pack-3-pack
pharaoh-s-demise,Pharaoh's Demise,1574,,CAD,https://video.wixstatic.com/video/fa6517_68feac178b0a4e9fbbc73888f46e955c/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/pharaoh-s-demise
piranha,Piranha,3974,,CAD,https://video.wixstatic.com/video/fa6517_2f413620c9ac46e994b9e83adbe9c39a/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/piranha
planet-smackdown,Planet Smackdown,8699,,CAD,https://video.wixstatic.com/video/fa6517_fc9aa13420554283b944ca94bd0a2b47/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/planet-smackdown
poly-bag,Poly Bag,1874,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/poly-bag
powder-house,Powder House,16499,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/powder-house
powder-keg-fountain,Powder Keg Fountain,524,,CAD,https://video.wixstatic.com/video/fa6517_21183f845d0f4e64b831ca4ffe68d8de/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/powder-keg-fountain
power-surge,Power Surge,899,,CAD,https://video.wixstatic.com/video/fa6517_ed1bda58c061491cbc4d362215b6abb7/1080p/mp4/file.mp4,2,specialty-bombette,https://www.pyrobobs.ca/product-page/power-surge
pro-patriot-collection-new,Pro Patriot Collection *NEW*,21299,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/pro-patriot-collection-new
pro-pyro-box,Pro Pyro Box,27374,,CAD,,1,bobs-featured|family-pack,https://www.pyrobobs.ca/product-page/pro-pyro-box
proud-canadian,Proud Canadian,20624,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/proud-canadian
psychedelic,Psychedelic,2999,,CAD,https://video.wixstatic.com/video/fa6517_646c27d226fc4f9f8cd81ac4ea7c2bc6/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/psychedelic
pyro-blast,Pyro Blast,6974,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/pyro-blast
pyro-pack,Pyro Pack,4274,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/pyro-pack
pyro-paradise-new,Pyro Paradise *NEW*,2624,,CAD,,1,cake|specials,https://www.pyrobobs.ca/product-page/pyro-paradise-new
pyro-saloon,Pyro Saloon,12374,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/pyro-saloon
r-i-p,R.I.P.,6299,,CAD,https://video.wixstatic.com/video/fa6517_8b5661649dc04ca2815c55e4e6b614f4/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/r-i-p
radiance,Radiance,6374,,CAD,https://video.wixstatic.com/video/fa6517_188084c321ca401f989e84555422cfef/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/radiance
radiant-sun,Radiant Sun,1049,,CAD,https://video.wixstatic.com/video/fa6517_092cb3f033cd42019f2ed888cc217eac/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/radiant-sun
radical-racer,Radical Racer,524,,CAD,https://video.wixstatic.com/video/fa6517_5cf9810bb9f44671a3897e3d905afbf9/1080p/mp4/file.mp4,2,novelty-item,https://www.pyrobobs.ca/product-page/radical-racer
radioactive,Radioactive,4424,,CAD,https://video.wixstatic.com/video/fa6517_3beaf5e4ed1541b7bf015a1daf3798d6/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/radioactive
rainbow-mine-crackers,Rainbow Mine/Crackers,674,,CAD,https://video.wixstatic.com/video/fa6517_800bb9800643441e81aa274e8633d004/1080p/mp4/file.mp4,2,mine,https://www.pyrobobs.ca/product-page/rainbow-mine-crackers
rainbow-mine-whistles,Rainbow Mine/Whistles,674,,CAD,https://video.wixstatic.com/video/fa6517_0ce6af3eb43d42fda5dfa1bd753c0044/1080p/mp4/file.mp4,2,mine,https://www.pyrobobs.ca/product-page/rainbow-mine-whistles
rainbow-pride-new,Rainbow Pride *NEW*,4649,,CAD,,1,fanned-cake,https://www.pyrobobs.ca/product-page/rainbow-pride-new
rave,Rave,1049,,CAD,https://video.wixstatic.com/video/fa6517_aafbe9b1d8f44cffa48151dacccb48ba/1080p/mp4/file.mp4,2,brazilian-shell,https://www.pyrobobs.ca/product-page/rave
red-alert,Red Alert,2024,,CAD,https://video.wixstatic.com/video/fa6517_91697184c4e94540921cbf8376711e52/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/red-alert
red-dragon-candle,Red Dragon Candle,562,,CAD,https://video.wixstatic.com/video/fa6517_026781348c764a95a9b87cdfa6dda7af/480p/mp4/file.mp4,2,roman-candle,https://www.pyrobobs.ca/product-page/red-dragon-candle
red-gold-fountain,Red &amp; Gold Fountain,299,,CAD,,1,fountain,https://www.pyrobobs.ca/product-page/red-gold-fountain
red-mine,Red Mine,599,,CAD,https://video.wixstatic.com/video/fa6517_be64ac63b96846da98f984c5009a6582/720p/mp4/file.mp4,2,mine,https://www.pyrobobs.ca/product-page/red-mine
red-ring-with-crackling-pistil,Red Ring with Crackling Pistil,1349,,CAD,https://video.wixstatic.com/video/fa6517_5340639f2dcb44f9ad34a9074add5ab7/480p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/red-ring-with-crackling-pistil
red-tiger-tail,Red Tiger Tail,674,,CAD,https://video.wixstatic.com/video/fa6517_8a2dfd87c58b4ebf8434149677b3b05d/1080p/mp4/file.mp4,2,comet,https://www.pyrobobs.ca/product-page/red-tiger-tail
red-white-awesome,"Red, White &amp; Awesome!",4499,,CAD,https://video.wixstatic.com/video/fa6517_e4b3b63357c340ca949e2a13cd061684/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/red-white-awesome
red-white-strobe,Red &amp; White Strobe,4799,,CAD,https://video.wixstatic.com/video/fa6517_3a26d105a1774e728faf4da76520d2be/1080p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/red-white-strobe
redneck-ruckus,Redneck Ruckus,2624,,CAD,https://video.wixstatic.com/video/fa6517_b2405190b2ab416faa1a393a4e4d8c09/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/redneck-ruckus
right-choice,Right Choice,5249,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/right-choice
roman-theatre,Roman Theatre,6749,,CAD,https://video.wixstatic.com/video/fa6517_5b668fe827414d1f980a0754352be4a3/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/roman-theatre
royal-brocade,Royal Brocade,3374,,CAD,https://video.wixstatic.com/video/fa6517_ba259b82be0d4e8585d4059575de0b63/480p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/royal-brocade
royalist,Royalist,899,,CAD,https://video.wixstatic.com/video/fa6517_44b21359b80549539d464207acabd21a/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/royalist
samurai-warrior,Samurai Warrior,1799,,CAD,https://video.wixstatic.com/video/fa6517_e1eba96f63e040c8b975e47dae5be1c9/480p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/samurai-warrior
sapphire-knight,Sapphire Knight,1349,,CAD,https://video.wixstatic.com/video/fa6517_df650ff99c414d0f921a61186d6cd406/480p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/sapphire-knight
saturn-ring,Saturn Ring,1049,,CAD,https://video.wixstatic.com/video/fa6517_2731cfb798bf4b6082384f8a20356209/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/saturn-ring
saturn-wheel,Saturn Wheel,487,,CAD,https://video.wixstatic.com/video/fa6517_32fb19c4b45f446b9dfa0127a5f4beb4/1080p/mp4/file.mp4,2,wheel,https://www.pyrobobs.ca/product-page/saturn-wheel
scorpion-sting,Scorpion Sting,5324,,CAD,https://video.wixstatic.com/video/fa6517_8e7979ea534e426c9d928f46286af71b/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/scorpion-sting
screaming-banshee,Screaming Banshee,599,,CAD,https://video.wixstatic.com/video/fa6517_2cff0e37b3bd4649a333f3aaadc5370c/1080p/mp4/file.mp4,2,specialty-bombette,https://www.pyrobobs.ca/product-page/screaming-banshee
screech-owl,Screech Owl,149,,CAD,https://video.wixstatic.com/video/fa6517_fec6317ecfa64effb4e7d2529d12e666/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/screech-owl
screecheroo-5-pack,Screecheroo (5 pack),449,,CAD,https://video.wixstatic.com/video/fa6517_eed216a66b9048c9ba5d8be5229f8668/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/screecheroo-5-pack
seismic-thunder,Seismic Thunder,2999,,CAD,https://video.wixstatic.com/video/fa6517_1b56c717e59b49fc9b356cb907c2b5a7/360p/mp4/file.mp4,2,bobs-featured|cake|specials,https://www.pyrobobs.ca/product-page/seismic-thunder
shattered-dreams,Shattered Dreams,4124,,CAD,https://video.wixstatic.com/video/fa6517_9e546f98d76a443687aebfb131271607/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/shattered-dreams
shazzam,Shazzam,1049,,CAD,https://video.wixstatic.com/video/fa6517_6c48e28d807343e38257e3a7c18dd26f/1080p/mp4/file.mp4,2,brazilian-shell,https://www.pyrobobs.ca/product-page/shazzam
sheriff-s-bounty,Sheriff's Bounty,10499,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/sheriff-s-bounty
shogun-battery,Shogun Battery,1799,,CAD,https://video.wixstatic.com/video/fa6517_dfdf565c346545f6b6273157ba362f8b/480p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/shogun-battery
shoot-to-thrill,Shoot to Thrill,4874,,CAD,https://video.wixstatic.com/video/fa6517_85f54d13cd644f1ea56b84197add15af/720p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/shoot-to-thrill
short-circuit,Short Circuit,4124,,CAD,https://video.wixstatic.com/video/fa6517_cfc63a20448045a6b5d79c1f42eb2be5/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/short-circuit
shotgun-barrage,Shotgun Barrage,2474,,CAD,https://video.wixstatic.com/video/fa6517_a3de2f5e96a14737a4de7b18f8dfb879/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/shotgun-barrage
show-stopper,Show Stopper,5549,,CAD,https://video.wixstatic.com/video/fa6517_813128c979a2434087d3fb60e3a96dfb/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/show-stopper
showtime,Showtime,19949,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/showtime
silver-dragon,Silver Dragon,1049,,CAD,https://video.wixstatic.com/video/fa6517_ecd29342a8904dd2b6747ab0cd832504/720p/mp4/file.mp4,2,brazilian-shell,https://www.pyrobobs.ca/product-page/silver-dragon
silver-fairy,Silver Fairy,1274,,CAD,https://video.wixstatic.com/video/fa6517_777940edf81c457bb8349acbc0a59e30/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/silver-fairy
silver-monster,Silver Monster,5624,,CAD,https://video.wixstatic.com/video/fa6517_2e09daf19a364588b944dbcd7888a0a0/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/silver-monster
silver-shrapnel,Silver Shrapnel,674,,CAD,https://video.wixstatic.com/video/fa6517_4afcdf5c9d9941758443197d1984f022/480p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/silver-shrapnel
silver-spinning-flowers,Silver Spinning Flowers,4124,,CAD,https://video.wixstatic.com/video/fa6517_cdf4bd0ed8164cd69d97e1e7e31e3898/1080p/mp4/file.mp4,2,component-barrage|specials,https://www.pyrobobs.ca/product-page/silver-spinning-flowers
sky-lighter-new,Sky Lighter *NEW*,45299,,CAD,,1,block-party-pack|bobs-featured|featured-products|specials,https://www.pyrobobs.ca/product-page/sky-lighter-new
sky-tracer,Sky Tracer,2999,,CAD,https://video.wixstatic.com/video/fa6517_7a3240247c9946a2a9ab18171e845310/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/sky-tracer
slingshot,Slingshot,674,,CAD,https://video.wixstatic.com/video/fa6517_595bfde2d234432eac6a278ff0db943b/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/slingshot
smiley-face,Smiley Face,1049,,CAD,https://video.wixstatic.com/video/fa6517_1edf512c26a7494d98ad2fe02b565101/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/smiley-face
snake-bite,Snake Bite,4274,,CAD,https://video.wixstatic.com/video/fa6517_95ecd0dbd236458dbc3ad5ae355c4988/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/snake-bite
sonic-banger,Sonic Banger,188,,CAD,https://video.wixstatic.com/video/fa6517_5c1146102fd3465f912c65a239cee00b/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/sonic-banger
spinning-bee,Spinning Bee,374,,CAD,https://video.wixstatic.com/video/fa6517_5f07fc413d4d41169f8e60c5329e32f8/480p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/spinning-bee
spinning-bullet-12-pack,Spinning Bullet  (12 pack),374,,CAD,https://video.wixstatic.com/video/fa6517_2e39aa9163fd497a8122747d3cd24b8a/1080p/mp4/file.mp4,2,ground-spinner,https://www.pyrobobs.ca/product-page/spinning-bullet-12-pack
splat,Splat!,2174,,CAD,https://video.wixstatic.com/video/fa6517_5d92ce6bec06416290bf3fa8a244a394/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/splat
star-shower,Star Shower,974,,CAD,https://video.wixstatic.com/video/fa6517_6b73afa408cf49c2965a0c4f0bc08d62/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/star-shower
stargazer,Stargazer,599,,CAD,https://video.wixstatic.com/video/fa6517_f72b6fda8e074cabad5b5fdbd9ce99e6/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/stargazer
static,Static,2624,,CAD,https://video.wixstatic.com/video/fa6517_265e9412d0784dc8aab5d86507b329b0/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/static
sub-zero,Sub Zero,449,,CAD,https://video.wixstatic.com/video/fa6517_5fd3de824bba43b0a63b78492e518d9b/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/sub-zero
sugar-rush,Sugar Rush,1349,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/sugar-rush
sunset-kit,Sunset Kit,2174,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/sunset-kit
super-barrage-pack,Super Barrage Pack,2474,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/super-barrage-pack
super-menace,Super Menace,5624,,CAD,https://video.wixstatic.com/video/fa6517_94ca83ceb2a7482bb95ffe31a75a1dea/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/super-menace
super-sorry,Super Sorry,4124,,CAD,https://video.wixstatic.com/video/fa6517_a815371e29a245ce8220f69cb532ac25/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/super-sorry
surf-s-up,Surf's Up!,5099,,CAD,https://video.wixstatic.com/video/fa6517_dbdea36c1a1d4dbaaa4f714a5db1bc28/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/surf-s-up
swirl-n-twirl,Swirl N' Twirl,487,,CAD,https://video.wixstatic.com/video/fa6517_314e5981568041c3b45726f3fa9e6bc1/1080p/mp4/file.mp4,2,wheel,https://www.pyrobobs.ca/product-page/swirl-n-twirl
symphonic,Symphonic,599,,CAD,https://video.wixstatic.com/video/fa6517_98aab936c52a4251896eae1caef65f53/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/symphonic
systems-breach,Systems Breach,3449,,CAD,https://video.wixstatic.com/video/fa6517_6b999f3cb31948cda10d1adb16a612a6/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/systems-breach
t-g-i-pyro,T.G.I. Pyro,1199,,CAD,https://video.wixstatic.com/video/fa6517_31f3b4ef10e94739bccc7af01bdfa7e6/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/t-g-i-pyro
take-off-eh,Take Off Eh!,974,,CAD,https://video.wixstatic.com/video/fa6517_79d4d008e3744ea98d80768b27444209/1080p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/take-off-eh
tarantula,Tarantula,1049,,CAD,https://video.wixstatic.com/video/fa6517_aebe38d58ef74b17b6cb59fa515c7ee3/1080p/mp4/file.mp4,2,mine,https://www.pyrobobs.ca/product-page/tarantula
tazmanian-devil-6-pack,Tazmanian Devil (6 pack),224,,CAD,https://video.wixstatic.com/video/fa6517_16c731714b39474d8c56a7c601194b61/720p/mp4/file.mp4,2,ground-spinner,https://www.pyrobobs.ca/product-page/tazmanian-devil-6-pack
the-astro-pack-new,The Astro Pack *NEW*,5774,,CAD,,1,family-pack|specials,https://www.pyrobobs.ca/product-page/the-astro-pack-new
the-brave-new,The Brave *NEW*,5624,,CAD,,1,pro-pyro-cake-fanned,https://www.pyrobobs.ca/product-page/the-brave-new
the-double-double,The Double Double,3149,,CAD,https://video.wixstatic.com/video/fa6517_30c4fb57fb7b445da8bcc43636833e27/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/the-double-double
the-free,The Free,5099,,CAD,https://video.wixstatic.com/video/fa6517_25396b5bdcbb4eb185938a3e5d79b3ac/1080p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/the-free
