slug,title,price_cents,compare_at_cents,currency,video_url,image_count,categories,url
disturbance,Disturbance,4499,,CAD,https://video.wixstatic.com/video/fa6517_0fe2aebf4d874c98833e7df33dd56367/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/disturbance
diwali-anaar,Diwali Anaar,749,,CAD,,1,fountain,https://www.pyrobobs.ca/product-page/diwali-anaar
diwali-festival-pack,Diwali Festival Pack,5249,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/diwali-festival-pack
diwali-fountain,Diwali Fountain,412,,CAD,https://video.wixstatic.com/video/fa6517_7f63252206d84ede838817daacfefb95/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/diwali-fountain
diwali-party-pack,Diwali Party Pack,6374,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/diwali-party-pack
do-or-die,Do or Die,4649,,CAD,https://video.wixstatic.com/video/fa6517_b6da595f84254817825439529b8ef0c8/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/do-or-die
dominator,Dominator,4349,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/dominator
doomsday,Doomsday,4874,,CAD,https://video.wixstatic.com/video/fa6517_00de2bbb487e4c3abf1a7db5c626256a/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/doomsday
double-thunder-shot,Double Thunder Shot,224,,CAD,https://video.wixstatic.com/video/fa6517_a252d1a5ed484bf0bc95a0894c367e0a/1080p/mp4/file.mp4,2,mini-floral-bombshell,https://www.pyrobobs.ca/product-page/double-thunder-shot
double-trouble,Double Trouble,6224,,CAD,https://video.wixstatic.com/video/fa6517_e29a629ff4944d6489941db007683def/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/double-trouble
dragon-bombs-4-pack,Dragon Bombs (4 pack),749,,CAD,https://video.wixstatic.com/video/fa6517_576291656be04697a2210d6859b798ab/1080p/mp4/file.mp4,2,mini-floral-bombshell,https://www.pyrobobs.ca/product-page/dragon-bombs-4-pack
dragon-s-breath,Dragon's Breath,1049,,CAD,https://video.wixstatic.com/video/fa6517_fa98fc85c8fb46c883e92670640b962f/480p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/dragon-s-breath
dragonfly,Dragonfly,674,,CAD,https://video.wixstatic.com/video/fa6517_5bf0e7ab9c784d5ab99bdfa2018786c6/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/dragonfly
dragons-breath,Dragons Breath,3674,,CAD,https://video.wixstatic.com/video/fa6517_6a766bb682054618b88d630ddf627c0c/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/dragons-breath
dream-catcher,Dream Catcher,449,,CAD,https://video.wixstatic.com/video/fa6517_aa725fbe6e304dae93671dfc5883148e/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/dream-catcher
dream-weaver,Dream Weaver,2624,,CAD,https://video.wixstatic.com/video/fa6517_c5cc89c23f754b488b7232d5f540541b/1080p/mp4/file.mp4,2,component-barrage,https://www.pyrobobs.ca/product-page/dream-weaver
dynamo,Dynamo,1274,,CAD,https://video.wixstatic.com/video/fa6517_13f0f5cf02b54274836d746d6c37611d/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/dynamo
electric-shock,Electric Shock,3974,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/electric-shock
emerald-forest,Emerald Forest,1049,,CAD,https://video.wixstatic.com/video/fa6517_11efa7ce74344858806d7a380c767009/480p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/emerald-forest
emperor-s-tattoo,Emperor's Tattoo,674,,CAD,https://video.wixstatic.com/video/fa6517_7227a20ea8294940a4b630ad119e129a/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/emperor-s-tattoo
envy,Envy,5249,,CAD,https://video.wixstatic.com/video/fa6517_a83ca03e8dc646ad93fe939ad5343590/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/envy
epic-thunder,Epic Thunder,2999,,CAD,https://video.wixstatic.com/video/fa6517_bb336c99077147d2ba7153e0ee6482c3/360p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/epic-thunder
erupting-comets,Erupting Comets,1274,,CAD,https://video.wixstatic.com/video/fa6517_9d777cb3f4ad4fc9b1aac58e00b602bd/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/erupting-comets
executioner,Executioner,4499,,CAD,https://video.wixstatic.com/video/fa6517_4f41b99bc8484187af4b7f62de2803e3/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/executioner
fallen-angel,Fallen Angel,4875,,CAD,https://video.wixstatic.com/video/fa6517_d89cd9e7512a467890b53314c10000a1/480p/mp4/file.mp4,2,bobs-featured|cake,https://www.pyrobobs.ca/product-page/fallen-angel
fan-tail,Fan Tail,1124,,CAD,https://video.wixstatic.com/video/fa6517_02c6b7b5eb8b4fd29d66f82b427fb06f/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/fan-tail
fanatic,Fanatic,4049,,CAD,https://video.wixstatic.com/video/fa6517_d1172ca562c9429dbf40440ad4cc1715/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/fanatic
fantastic-fountains-4-pack,Fantastic Fountains (4 pack),1574,,CAD,,1,fountain,https://www.pyrobobs.ca/product-page/fantastic-fountains-4-pack
fat-tuesday,Fat Tuesday,2024,,CAD,https://video.wixstatic.com/video/fa6517_39a978d2ce274526ad39f6317d669a14/480p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/fat-tuesday
fatal-attraction,Fatal Attraction,1349,,CAD,https://video.wixstatic.com/video/fa6517_28e4037fe0f74d94ad90c92962c41567/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/fatal-attraction
fear-no-evil,Fear No Evil,2474,,CAD,https://video.wixstatic.com/video/fa6517_efd263756a694a678d5051d0367dea1a/1080p/mp4/file.mp4,2,component-barrage,https://www.pyrobobs.ca/product-page/fear-no-evil
final-countdown,Final Countdown,4124,,CAD,https://video.wixstatic.com/video/fa6517_7ca5424a211c420196de580ac47b9db1/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/final-countdown
final-detonation,Final Detonation,2624,,CAD,https://video.wixstatic.com/video/fa6517_f002d3d2aec9427aae173503dd2857c6/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/final-detonation
fire-play,Fire Play,599,,CAD,https://video.wixstatic.com/video/fa6517_2ae0779ea47640008fdcda10fc76be65/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/fire-play
fish-frenzy,Fish Frenzy,3224,,CAD,,1,fanned-cake,https://www.pyrobobs.ca/product-page/fish-frenzy
fish-tank,Fish Tank,1949,,CAD,https://video.wixstatic.com/video/fa6517_6095ba9488594221b0c5f9b00aefb3b7/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/fish-tank
fists-of-fury,Fists of Fury,1949,,CAD,https://video.wixstatic.com/video/fa6517_be450e4da25447a880185d36ed0ed254/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/fists-of-fury
flare,Flare!,1499,,CAD,https://video.wixstatic.com/video/fa6517_1cfd86c80d9f4ade811204cf950bbf88/1080p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/flare
flash,Flash!,1499,,CAD,https://video.wixstatic.com/video/fa6517_01e3b6679b1441c9bb96b056618cf23c/1080p/mp4/file.mp4,2,bobs-featured|cake|specials,https://www.pyrobobs.ca/product-page/flash
flash-flicker-flare,"Flash!, Flicker!, Flare!",4331,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/flash-flicker-flare
flash-flitter-strobes,Flash Flitter Strobes,247,,CAD,https://video.wixstatic.com/video/fa6517_c8feac1ae5144395949e67e522a9a9a9/1080p/mp4/file.mp4,2,novelty-item,https://www.pyrobobs.ca/product-page/flash-flitter-strobes
flicker,Flicker!,1499,,CAD,https://video.wixstatic.com/video/fa6517_93491d14db4148d5b021cee87efc0735/1080p/mp4/file.mp4,2,bobs-featured|cake|specials,https://www.pyrobobs.ca/product-page/flicker
floral-bombshell-4-pack,Floral Bombshell (4 pack),949,,CAD,https://video.wixstatic.com/video/fa6517_77d8dd3519c84ed380a956bfcbed18cc/480p/mp4/file.mp4,2,mini-floral-bombshell,https://www.pyrobobs.ca/product-page/floral-bombshell-4-pack
flower-pots-10-pack,Flower Pots (10 pack),404,,CAD,https://video.wixstatic.com/video/fa6517_353146fd13784f8baf3a66d4e7cd0c2b/480p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/flower-pots-10-pack
flower-pots-3-pack,Flower Pots (3 pack),674,,CAD,,1,fountain,https://www.pyrobobs.ca/product-page/flower-pots-3-pack
flying-ghost,Flying Ghost,247,,CAD,https://video.wixstatic.com/video/fa6517_24618d2c0087406fbcaeffb8d795bf17/1080p/mp4/file.mp4,2,novelty-item,https://www.pyrobobs.ca/product-page/flying-ghost
flying-swordfish,Flying Swordfish,3449,,CAD,https://video.wixstatic.com/video/fa6517_346e8befc01f41a884b949efd5d518b9/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/flying-swordfish
fortune-teller,Fortune Teller,5699,,CAD,https://video.wixstatic.com/video/fa6517_bfca77aa71fe4ef4970160387bf056c5/480p/mp4/file.mp4,2,bobs-featured|fanned-cake|specials,https://www.pyrobobs.ca/product-page/fortune-teller
fragmented,Fragmented,5474,,CAD,https://video.wixstatic.com/video/fa6517_3ff1d5f308e74370b7152f4c984e4201/720p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/fragmented
frantic,Frantic,2174,,CAD,https://video.wixstatic.com/video/fa6517_aa37967840324f0582f467ced524cd5d/720p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/frantic
friendship-fountain,Friendship Fountain,104,,CAD,https://video.wixstatic.com/video/fa6517_5f8fa2de610d4eb197a297535a6bfa75/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/friendship-fountain
frost-bite,Frost Bite,4874,,CAD,https://video.wixstatic.com/video/fa6517_a290b997cb8e4db69259b474140b03fa/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/frost-bite
full-charge-new,Full Charge *NEW*,1049,4649,CAD,,48,pro-pyro-cake-fanned,https://www.pyrobobs.ca/product-page/full-charge-new
full-power,Full Power,11624,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/full-power
funhouse,Funhouse,4499,,CAD,https://video.wixstatic.com/video/fa6517_72fd95c8487a4494aee76241b7550959/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/funhouse
galactic,Galactic,599,,CAD,,1,cake,https://www.pyrobobs.ca/product-page/galactic
galaxy,Galaxy,1049,,CAD,https://video.wixstatic.com/video/fa6517_8791b124dbda4f2ab56464b1147cf029/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/galaxy
gangsta-blast,Gangsta Blast,2024,,CAD,https://video.wixstatic.com/video/fa6517_2d24836c00754ed2b0a8294da31182e5/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/gangsta-blast
gargoyle,Gargoyle,5324,,CAD,https://video.wixstatic.com/video/fa6517_a0edde8d1ec144edbe6e0708441dd145/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/gargoyle
gattling-gun,Gattling Gun,4124,,CAD,https://video.wixstatic.com/video/fa6517_a9d75ce49eef4686a91f9d9efa78de92/1080p/mp4/file.mp4,2,component-barrage|specials,https://www.pyrobobs.ca/product-page/gattling-gun
ghost-buster,Ghost Buster,2099,,CAD,https://video.wixstatic.com/video/fa6517_88bfcdb510d947948b2cc63c8b37e401/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/ghost-buster
ghostly-delight,Ghostly Delight,3299,,CAD,https://video.wixstatic.com/video/fa6517_1903cfb89b1c4bb3a15d34b560d4c99c/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/ghostly-delight
give-r,Give'r!,2999,,CAD,https://video.wixstatic.com/video/fa6517_1e876b875203488f95c7fce7863f7258/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/give-r
glitter-pack-3-pack,Glitter Pack (3 pack),674,,CAD,https://video.wixstatic.com/video/fa6517_144989edf546432186aec8d3aa53e704/1080p/mp4/file.mp4,2,mini-floral-bombshell,https://www.pyrobobs.ca/product-page/glitter-pack-3-pack
glittering-brocades,Glittering Brocades,6187,,CAD,https://video.wixstatic.com/video/fa6517_104f8b31a5824f1482ef2672eaa6d944/1080p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-vertical|specials,https://www.pyrobobs.ca/product-page/glittering-brocades
go-fish,Go Fish!,7499,,CAD,https://video.wixstatic.com/video/fa6517_ca3639a515c04e1da681a21915b76396/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/go-fish
gold-dust,Gold Dust,599,,CAD,https://video.wixstatic.com/video/fa6517_e3a3b038f88f4c0381b86dd20938bad4/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/gold-dust
gold-fish,Gold Fish,674,,CAD,https://video.wixstatic.com/video/fa6517_d52462c3b1214ff58f99e545a4d48e1e/480p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/gold-fish
gold-palms,Gold Palms,4799,,CAD,https://video.wixstatic.com/video/fa6517_da20c6d7add34f5eaf36b1460bef84ee/1080p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/gold-palms
gold-strobe,Gold Strobe,299,,CAD,https://video.wixstatic.com/video/fa6517_29af874f7bb64755b07bc6bff85d4634/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/gold-strobe
golden-eye,Golden Eye,449,,CAD,https://video.wixstatic.com/video/fa6517_f3893a4c01424ea4843da654cb0f1eee/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/golden-eye
golden-nugget,Golden Nugget,5249,,CAD,https://video.wixstatic.com/video/fa6517_c55ecff462ff4272be78b52c4e5c9cf7/1080p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/golden-nugget
golden-rain-willow,Golden Rain Willow,1349,,CAD,https://video.wixstatic.com/video/fa6517_2e6410e7f41a42f2bd9c9cc0035e70ab/480p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/golden-rain-willow
grand-finale,Grand Finale,3974,,CAD,https://video.wixstatic.com/video/fa6517_f59f5bfb52c84349800c1456bc2d7733/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/grand-finale
grape-soda,Grape Soda,899,,CAD,https://video.wixstatic.com/video/fa6517_1b6806d5693f4577a659e23b14171436/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/grape-soda
grave-digger,Grave Digger,2324,,CAD,https://video.wixstatic.com/video/fa6517_d8aac14743f14c26bf6ec476c15471d9/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/grave-digger
great-bear-boom,Great Bear Boom,3674,,CAD,https://video.wixstatic.com/video/fa6517_ef2c999132a84c0ab65a5fb2bc34a5ee/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/great-bear-boom
great-white-north,Great White North,3149,,CAD,https://video.wixstatic.com/video/fa6517_8786f66156904451a98bb5fb8f3c1990/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/great-white-north
great-white-shark,Great White Shark,3074,,CAD,https://video.wixstatic.com/video/fa6517_544ad0252ea2444d90cdbaf5281b3419/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/great-white-shark
greedy-goblins,Greedy Goblins,3974,,CAD,https://video.wixstatic.com/video/fa6517_b75bf552879a4e6598348a6f17a99629/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/greedy-goblins
green-gold-fountain,Green &amp; Gold Fountain,299,,CAD,,1,fountain,https://www.pyrobobs.ca/product-page/green-gold-fountain
gremlin,Gremlin,3449,,CAD,https://video.wixstatic.com/video/fa6517_602974e217f2486eb0391331aa08614d/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/gremlin
grim-reaper,Grim Reaper,6974,,CAD,https://video.wixstatic.com/video/fa6517_207e9a41d11747bd8f906bf14818e843/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/grim-reaper
ground-bloom-flower-6-pack,Ground Bloom Flower (6 pack),224,,CAD,https://video.wixstatic.com/video/fa6517_162f8b1ebac8432090143ec50cba3001/480p/mp4/file.mp4,2,ground-spinner,https://www.pyrobobs.ca/product-page/ground-bloom-flower-6-pack
habanero,Habanero,251,,CAD,https://video.wixstatic.com/video/fa6517_cf435e0c884644d2bda689bb3f137884/720p/mp4/file.mp4,2,comet,https://www.pyrobobs.ca/product-page/habanero
happy-diwali,Happy Diwali,427,,CAD,https://video.wixstatic.com/video/fa6517_a7d6a4b990a44facadd87c0912f1f6e8/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/happy-diwali
happy-hour,Happy Hour,11249,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/happy-hour
hard-core,Hard Core,4199,,CAD,https://video.wixstatic.com/video/fa6517_38d898716ce448438d996d4993b4a789/480p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/hard-core
heart-attack,Heart Attack,5174,,CAD,https://video.wixstatic.com/video/fa6517_c4d0ff52eb924f49b918fb61506aa334/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/heart-attack
heat-wave,Heat Wave,3674,,CAD,https://video.wixstatic.com/video/fa6517_28935873d3f94e849547ad353afe4f86/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/heat-wave
heavenly-fountain,Heavenly Fountain,224,,CAD,,1,fountain,https://www.pyrobobs.ca/product-page/heavenly-fountain
heavy-duty,Heavy Duty,18374,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/heavy-duty
helicopter,Helicopter,412,,CAD,https://video.wixstatic.com/video/fa6517_b9e546325ec64bfda81b0d98fb331f4f/1080p/mp4/file.mp4,2,wheel,https://www.pyrobobs.ca/product-page/helicopter
hell-breaks-loose,Hell Breaks Loose,4499,,CAD,https://video.wixstatic.com/video/fa6517_c1b0e38b2f0049afbdb3faa17ff2e0ed/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/hell-breaks-loose
hell-s-gate,Hell's Gate,2999,,CAD,https://video.wixstatic.com/video/fa6517_419c8f0f9e764a7588ef138b4ac2d151/480p/mp4/file.mp4,2,pro-pyro-cake-vertical,https://www.pyrobobs.ca/product-page/hell-s-gate
hellfire,Hellfire,1049,,CAD,https://video.wixstatic.com/video/fa6517_e7ccd6c211b44259afec1132239bd970/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/hellfire
hellraiser,Hellraiser,5999,,CAD,https://video.wixstatic.com/video/fa6517_4c4fb2cbb75b404298ff52be8f34fc04/480p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/hellraiser
high-roller,High Roller,3374,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/high-roller
hot-shot,Hot Shot,524,,CAD,https://video.wixstatic.com/video/fa6517_fe45e5f64a48468da8425e3ca38ed345/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/hot-shot
hot-tamali,Hot Tamali,524,,CAD,https://video.wixstatic.com/video/fa6517_bf7171d1c88a43ebb14a8f4e8d45b1e2/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/hot-tamali
howitzer,Howitzer,5024,,CAD,https://video.wixstatic.com/video/fa6517_a9e0fb342e744f4f88af6f2c2fbafe60/480p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/howitzer
howl-at-the-moon,Howl at the Moon,6224,,CAD,https://video.wixstatic.com/video/fa6517_d123cdd71226415aa3c43d92926f5bdd/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/howl-at-the-moon
hummer-5-pack,Hummer (5 pack),449,,CAD,https://video.wixstatic.com/video/fa6517_4a7f28644e7644009f5520321c53fc46/1080p/mp4/file.mp4,2,noise-maker,https://www.pyrobobs.ca/product-page/hummer-5-pack
hypnotic,Hypnotic,2024,,CAD,https://video.wixstatic.com/video/fa6517_653240cb04dc41b8b597d774df17a908/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/hypnotic
ice-storm,Ice Storm,2999,,CAD,https://video.wixstatic.com/video/fa6517_154bfa97f8c941e7bebc590f6867d7c9/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/ice-storm
illuminator,Illuminator,1049,,CAD,https://video.wixstatic.com/video/fa6517_14df0b36545046f3942ed578b44eefab/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/illuminator
inferno,Inferno,1049,,CAD,https://video.wixstatic.com/video/fa6517_1257d47320a14321b9361f3e984fe5a5/480p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/inferno
intensity,Intensity,5999,,CAD,https://video.wixstatic.com/video/fa6517_83175de308244bdf8958e14bf823ef74/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/intensity
jack-frost,Jack Frost,5324,,CAD,https://video.wixstatic.com/video/fa6517_615841a7149a4d79a18b819e7464241b/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/jack-frost
jackpot-fountain,Jackpot Fountain,1124,,CAD,https://video.wixstatic.com/video/fa6517_e7fd879df4af4fe481e79a270c7e8575/480p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/jackpot-fountain
jet-stream,Jet Stream,322,,CAD,https://video.wixstatic.com/video/fa6517_6ab3598f41eb4e4daa91175d93c44c11/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/jet-stream
joker,Joker,7499,,CAD,https://video.wixstatic.com/video/fa6517_80d5cfb7a77d461f9f100fbbc5a45f7e/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/joker
judgement-day,Judgement Day,5099,,CAD,https://video.wixstatic.com/video/fa6517_dd0a89edb1a94ba0837160490c2945f3/1080p/mp4/file.mp4,2,fanned-cake,https://www.pyrobobs.ca/product-page/judgement-day
jumbo-ground-bloom-flower-6-pack,Jumbo Ground Bloom Flower (6 pack),374,,CAD,https://video.wixstatic.com/video/fa6517_ddc8b890b2914af2bfc3a8dc92f71191/480p/mp4/file.mp4,2,ground-spinner,https://www.pyrobobs.ca/product-page/jumbo-ground-bloom-flower-6-pack
jumping-jacks-6-pack,Jumping Jacks (6 pack),374,,CAD,https://video.wixstatic.com/video/fa6517_55b18abdef4c4c3093cea656ed6cad57/1080p/mp4/file.mp4,2,ground-spinner,https://www.pyrobobs.ca/product-page/jumping-jacks-6-pack
kamikaze,Kamikaze,4124,,CAD,https://video.wixstatic.com/video/fa6517_2756d24ff9ed4ed9ab0a5e93c444b2cb/480p/mp4/file.mp4,2,component-barrage,https://www.pyrobobs.ca/product-page/kamikaze
kamikaze-komet,Kamikaze Komet,749,,CAD,https://video.wixstatic.com/video/fa6517_6781fbadb8f945ab85997e81e4601f86/1080p/mp4/file.mp4,2,comet,https://www.pyrobobs.ca/product-page/kamikaze-komet
kerfuffle,Kerfuffle,1574,,CAD,https://video.wixstatic.com/video/fa6517_85b94055aac34b8dac49518583edd3cb/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/kerfuffle
killerbolt,Killerbolt,674,,CAD,https://video.wixstatic.com/video/fa6517_000f37729c4247869fc96b27a8c2def9/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/killerbolt
king-me-new,King Me *NEW*,674,,CAD,,1,mine,https://www.pyrobobs.ca/product-page/king-me-new
king-of-cool,King of Cool,11249,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/king-of-cool
king-of-the-block,King of the Block,7874,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/king-of-the-block
knockout,Knockout,6749,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/knockout
ladybug,Ladybug,674,,CAD,https://video.wixstatic.com/video/fa6517_9c2ecd501c16468e9a56165c61e645c6/480p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/ladybug
latin-beat,Latin Beat,2099,,CAD,https://video.wixstatic.com/video/fa6517_c2ceec4ce6af4f09a8db13869cd7a602/1080p/mp4/file.mp4,2,barrage,https://www.pyrobobs.ca/product-page/latin-beat
lay-down-the-law,Lay Down the Law,5249,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/lay-down-the-law
light-the-night,Light the Night!,2324,,CAD,https://video.wixstatic.com/video/fa6517_8820ce31b8ed4e249507754468248142/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/light-the-night
little-big-shot,Little Big Shot,1049,,CAD,https://video.wixstatic.com/video/fa6517_49387344f07a4cb4a7ae00cb5761c5d8/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/little-big-shot
lock-down,Lock Down,3449,,CAD,https://video.wixstatic.com/video/fa6517_9f41b0d7832641ad8bae47d95cd54ab0/480p/mp4/file.mp4,2,bobs-featured|pro-pyro-cake-vertical|specials,https://www.pyrobobs.ca/product-page/lock-down
looney-bin,Looney Bin,3599,,CAD,https://video.wixstatic.com/video/fa6517_7509f0c3037747db8233b1384fcb3d56/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/looney-bin
loud-clear,Loud &amp; Clear,2774,,CAD,https://video.wixstatic.com/video/fa6517_e1a13a60ce5443ceaaba0b283c0a0c6a/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/loud-clear
love-at-first-light,Love at First Light,7874,,CAD,,1,family-pack,https://www.pyrobobs.ca/product-page/love-at-first-light
lucky-charm,Lucky Charm,599,,CAD,https://video.wixstatic.com/video/fa6517_d0dd58895b584593a47a2868f35ac86c/1080p/mp4/file.mp4,2,bombshell,https://www.pyrobobs.ca/product-page/lucky-charm
lucky-loonie,Lucky Loonie,5924,,CAD,https://video.wixstatic.com/video/fa6517_cc512debb9eb43888d954de9d6652923/1080p/mp4/file.mp4,2,cake,https://www.pyrobobs.ca/product-page/lucky-loonie
luna-new,Luna *NEW*,1574,,CAD,,1,bobs-featured|cake|specials,https://www.pyrobobs.ca/product-page/luna-new
lyra-new,Lyra *NEW*,1574,,CAD,,1,cake,https://www.pyrobobs.ca/product-page/lyra-new
mad-house,Mad House,2174,,CAD,https://video.wixstatic.com/video/fa6517_c51dfabc547a45b489e04b802c423da6/1080p/mp4/file.mp4,2,cake|specials,https://www.pyrobobs.ca/product-page/mad-house
magic-pumpkin,Magic Pumpkin,2699,,CAD,https://video.wixstatic.com/video/fa6517_6a40c039a3ad48cca7ac73ecc569933e/360p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/magic-pumpkin
magic-stick,Magic Stick,412,,CAD,https://video.wixstatic.com/video/fa6517_f56bc9261578436baeda06421c6485c1/1080p/mp4/file.mp4,2,fountain,https://www.pyrobobs.ca/product-page/magic-stick
